params,losses,mean_loss
"{'batch_size': 128, 'dropout1': 0.404, 'dropout2': 0.043, 'dropout3': 0.268, 'dropout4': 0.374, 'dropout5': 0.217, 'dropout6': 0.443, 'dropout7': 0.43, 'dropout8': 0.146, 'hidden_size1': 512, 'hidden_size2': 32, 'hidden_size3': 96, 'hidden_size4': 896, 'hidden_size5': 128, 'hidden_size6': 1024, 'hidden_size7': 448, 'hidden_size8': 96, 'learning_rate': 0.01, 'n_layers': 2, 'num_epochs': 35}","[0.7846576051188356, 0.7815002675932866, 0.787044762748633]",0.7844008784869184
"{'batch_size': 2560, 'dropout1': 0.441, 'dropout2': 0.007, 'dropout3': 0.231, 'dropout4': 0.183, 'dropout5': 0.396, 'dropout6': 0.248, 'dropout7': 0.051, 'dropout8': 0.188, 'hidden_size1': 256, 'hidden_size2': 1024, 'hidden_size3': 896, 'hidden_size4': 1024, 'hidden_size5': 96, 'hidden_size6': 256, 'hidden_size7': 448, 'hidden_size8': 256, 'learning_rate': 0.04, 'n_layers': 2, 'num_epochs': 5}","[0.773249219851923, 0.7694896567894586, 0.7783186021899966]",0.7736858262771261
"{'batch_size': 5120, 'dropout1': 0.384, 'dropout2': 0.363, 'dropout3': 0.25, 'dropout4': 0.076, 'dropout5': 0.068, 'dropout6': 0.332, 'dropout7': 0.188, 'dropout8': 0.246, 'hidden_size1': 32, 'hidden_size2': 896, 'hidden_size3': 128, 'hidden_size4': 256, 'hidden_size5': 48, 'hidden_size6': 896, 'hidden_size7': 48, 'hidden_size8': 64, 'learning_rate': 9e-05, 'n_layers': 3, 'num_epochs': 20}","[0.7723597404217148, 0.770540496303393, 0.77649004498628]",0.773130093903796
"{'batch_size': 2560, 'dropout1': 0.183, 'dropout2': 0.294, 'dropout3': 0.273, 'dropout4': 0.302, 'dropout5': 0.081, 'dropout6': 0.227, 'dropout7': 0.285, 'dropout8': 0.437, 'hidden_size1': 128, 'hidden_size2': 256, 'hidden_size3': 512, 'hidden_size4': 128, 'hidden_size5': 256, 'hidden_size6': 128, 'hidden_size7': 896, 'hidden_size8': 96, 'learning_rate': 0.005, 'n_layers': 5, 'num_epochs': 40}","[0.7774504267748895, 0.7751930326992618, 0.7808366135544405]",0.7778266910095306
"{'batch_size': 2048, 'dropout1': 0.158, 'dropout2': 0.291, 'dropout3': 0.376, 'dropout4': 0.422, 'dropout5': 0.407, 'dropout6': 0.017, 'dropout7': 0.214, 'dropout8': 0.456, 'hidden_size1': 256, 'hidden_size2': 128, 'hidden_size3': 512, 'hidden_size4': 1024, 'hidden_size5': 896, 'hidden_size6': 256, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.003, 'n_layers': 4, 'num_epochs': 45}","[0.7828174710064352, 0.7787548049152542, 0.784308974222522]",0.7819604167147371
"{'batch_size': 4096, 'dropout1': 0.426, 'dropout2': 0.271, 'dropout3': 0.137, 'dropout4': 0.007, 'dropout5': 0.137, 'dropout6': 0.452, 'dropout7': 0.346, 'dropout8': 0.169, 'hidden_size1': 896, 'hidden_size2': 512, 'hidden_size3': 128, 'hidden_size4': 96, 'hidden_size5': 96, 'hidden_size6': 448, 'hidden_size7': 448, 'hidden_size8': 96, 'learning_rate': 1e-05, 'n_layers': 7, 'num_epochs': 35}","[0.7726685859220704, 0.7720992171812497, 0.7772901811328624]",0.7740193280787274
"{'batch_size': 2560, 'dropout1': 0.193, 'dropout2': 0.433, 'dropout3': 0.248, 'dropout4': 0.029, 'dropout5': 0.464, 'dropout6': 0.219, 'dropout7': 0.008, 'dropout8': 0.475, 'hidden_size1': 448, 'hidden_size2': 256, 'hidden_size3': 256, 'hidden_size4': 64, 'hidden_size5': 512, 'hidden_size6': 64, 'hidden_size7': 128, 'hidden_size8': 896, 'learning_rate': 0.00030000000000000003, 'n_layers': 2, 'num_epochs': 20}","[0.785589285349904, 0.7839963186177881, 0.7879980730688109]",0.7858612256788343
"{'batch_size': 256, 'dropout1': 0.444, 'dropout2': 0.368, 'dropout3': 0.321, 'dropout4': 0.185, 'dropout5': 0.088, 'dropout6': 0.195, 'dropout7': 0.14, 'dropout8': 0.42, 'hidden_size1': 64, 'hidden_size2': 96, 'hidden_size3': 512, 'hidden_size4': 64, 'hidden_size5': 256, 'hidden_size6': 32, 'hidden_size7': 96, 'hidden_size8': 128, 'learning_rate': 0.001, 'n_layers': 8, 'num_epochs': 35}","[0.7814311765493529, 0.7804290582632238, 0.7870480691993995]",0.7829694346706587
"{'batch_size': 5120, 'dropout1': 0.244, 'dropout2': 0.197, 'dropout3': 0.279, 'dropout4': 0.231, 'dropout5': 0.476, 'dropout6': 0.322, 'dropout7': 0.475, 'dropout8': 0.199, 'hidden_size1': 64, 'hidden_size2': 96, 'hidden_size3': 512, 'hidden_size4': 64, 'hidden_size5': 32, 'hidden_size6': 96, 'hidden_size7': 96, 'hidden_size8': 32, 'learning_rate': 0.001, 'n_layers': 8, 'num_epochs': 35}","[0.7831295373958185, 0.78239597412212, 0.7887199440050907]",0.784748485174343
"{'batch_size': 256, 'dropout1': 0.398, 'dropout2': 0.413, 'dropout3': 0.378, 'dropout4': 0.482, 'dropout5': 0.469, 'dropout6': 0.383, 'dropout7': 0.266, 'dropout8': 0.099, 'hidden_size1': 64, 'hidden_size2': 256, 'hidden_size3': 512, 'hidden_size4': 64, 'hidden_size5': 448, 'hidden_size6': 32, 'hidden_size7': 96, 'hidden_size8': 96, 'learning_rate': 7.000000000000001e-05, 'n_layers': 8, 'num_epochs': 35}","[0.7792204961736262, 0.7777746536851601, 0.7825818363958807]",0.7798589954182225
"{'batch_size': 128, 'dropout1': 0.029, 'dropout2': 0.057, 'dropout3': 0.469, 'dropout4': 0.079, 'dropout5': 0.225, 'dropout6': 0.459, 'dropout7': 0.357, 'dropout8': 0.028, 'hidden_size1': 96, 'hidden_size2': 1024, 'hidden_size3': 64, 'hidden_size4': 1024, 'hidden_size5': 96, 'hidden_size6': 896, 'hidden_size7': 32, 'hidden_size8': 896, 'learning_rate': 0.02, 'n_layers': 2, 'num_epochs': 15}","[0.7800934344067718, 0.7732494221546057, 0.7791782627013981]",0.7775070397542585
"{'batch_size': 2560, 'dropout1': 0.092, 'dropout2': 0.175, 'dropout3': 0.12, 'dropout4': 0.496, 'dropout5': 0.1, 'dropout6': 0.337, 'dropout7': 0.031, 'dropout8': 0.158, 'hidden_size1': 128, 'hidden_size2': 896, 'hidden_size3': 1024, 'hidden_size4': 128, 'hidden_size5': 64, 'hidden_size6': 32, 'hidden_size7': 448, 'hidden_size8': 128, 'learning_rate': 0.0006000000000000001, 'n_layers': 8, 'num_epochs': 35}","[0.7652245865316036, 0.7659006544031617, 0.7647112954130988]",0.7652788454492881
"{'batch_size': 2048, 'dropout1': 0.336, 'dropout2': 0.239, 'dropout3': 0.063, 'dropout4': 0.379, 'dropout5': 0.348, 'dropout6': 0.369, 'dropout7': 0.185, 'dropout8': 0.186, 'hidden_size1': 256, 'hidden_size2': 128, 'hidden_size3': 48, 'hidden_size4': 48, 'hidden_size5': 1024, 'hidden_size6': 128, 'hidden_size7': 48, 'hidden_size8': 448, 'learning_rate': 4e-05, 'n_layers': 2, 'num_epochs': 45}","[0.7814892454786446, 0.7782198556439872, 0.7860725326087264]",0.7819272112437861
"{'batch_size': 10240, 'dropout1': 0.279, 'dropout2': 0.19, 'dropout3': 0.147, 'dropout4': 0.084, 'dropout5': 0.034, 'dropout6': 0.103, 'dropout7': 0.166, 'dropout8': 0.349, 'hidden_size1': 64, 'hidden_size2': 96, 'hidden_size3': 896, 'hidden_size4': 256, 'hidden_size5': 896, 'hidden_size6': 256, 'hidden_size7': 256, 'hidden_size8': 256, 'learning_rate': 3.0000000000000004e-05, 'n_layers': 8, 'num_epochs': 40}","[0.7727666489596938, 0.7710246268869494, 0.7781394582245003]",0.7739769113570478
"{'batch_size': 12800, 'dropout1': 0.226, 'dropout2': 0.25, 'dropout3': 0.009, 'dropout4': 0.473, 'dropout5': 0.307, 'dropout6': 0.018, 'dropout7': 0.15, 'dropout8': 0.02, 'hidden_size1': 32, 'hidden_size2': 32, 'hidden_size3': 32, 'hidden_size4': 512, 'hidden_size5': 128, 'hidden_size6': 512, 'hidden_size7': 64, 'hidden_size8': 48, 'learning_rate': 0.008, 'n_layers': 4, 'num_epochs': 30}","[0.7839102269559133, 0.7811420187979109, 0.7878155840460932]",0.7842892765999725
"{'batch_size': 4096, 'dropout1': 0.368, 'dropout2': 0.123, 'dropout3': 0.304, 'dropout4': 0.091, 'dropout5': 0.188, 'dropout6': 0.313, 'dropout7': 0.119, 'dropout8': 0.381, 'hidden_size1': 1024, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 64, 'learning_rate': 0.004, 'n_layers': 6, 'num_epochs': 35}","[0.7867505921422833, 0.7848722301905314, 0.7920246784999553]",0.7878825002775901
"{'batch_size': 4096, 'dropout1': 0.137, 'dropout2': 0.251, 'dropout3': 0.442, 'dropout4': 0.022, 'dropout5': 0.188, 'dropout6': 0.313, 'dropout7': 0.14, 'dropout8': 0.323, 'hidden_size1': 1024, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 64, 'learning_rate': 0.0009000000000000001, 'n_layers': 6, 'num_epochs': 5}","[0.7846268856707587, 0.7824559732402067, 0.7894979659691529]",0.785526941626706
"{'batch_size': 4096, 'dropout1': 0.065, 'dropout2': 0.071, 'dropout3': 0.171, 'dropout4': 0.142, 'dropout5': 0.012, 'dropout6': 0.31, 'dropout7': 0.351, 'dropout8': 0.425, 'hidden_size1': 1024, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 64, 'learning_rate': 0.004, 'n_layers': 6, 'num_epochs': 35}","[0.7780475573757294, 0.7709529223276428, 0.7683168211893279]",0.7724391002975667
"{'batch_size': 4096, 'dropout1': 0.23, 'dropout2': 0.003, 'dropout3': 0.14, 'dropout4': 0.027, 'dropout5': 0.423, 'dropout6': 0.34, 'dropout7': 0.126, 'dropout8': 0.474, 'hidden_size1': 512, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 64, 'learning_rate': 2e-05, 'n_layers': 6, 'num_epochs': 35}","[0.7826061580707471, 0.7799608850212518, 0.7868211501381077]",0.783129397743369
"{'batch_size': 2560, 'dropout1': 0.399, 'dropout2': 0.117, 'dropout3': 0.459, 'dropout4': 0.144, 'dropout5': 0.008, 'dropout6': 0.11, 'dropout7': 0.323, 'dropout8': 0.032, 'hidden_size1': 1024, 'hidden_size2': 512, 'hidden_size3': 96, 'hidden_size4': 96, 'hidden_size5': 48, 'hidden_size6': 256, 'hidden_size7': 448, 'hidden_size8': 96, 'learning_rate': 0.004, 'n_layers': 6, 'num_epochs': 25}","[0.783772513303383, 0.7823624839506487, 0.7877754587623058]",0.7846368186721125
"{'batch_size': 4096, 'dropout1': 0.409, 'dropout2': 0.065, 'dropout3': 0.039, 'dropout4': 0.062, 'dropout5': 0.347, 'dropout6': 0.325, 'dropout7': 0.189, 'dropout8': 0.075, 'hidden_size1': 256, 'hidden_size2': 256, 'hidden_size3': 96, 'hidden_size4': 1024, 'hidden_size5': 96, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 64, 'learning_rate': 0.002, 'n_layers': 5, 'num_epochs': 10}","[0.7824417261265817, 0.7804870492204103, 0.7873295522177146]",0.7834194425215689
"{'batch_size': 12800, 'dropout1': 0.368, 'dropout2': 0.206, 'dropout3': 0.004, 'dropout4': 0.072, 'dropout5': 0.051, 'dropout6': 0.415, 'dropout7': 0.252, 'dropout8': 0.141, 'hidden_size1': 1024, 'hidden_size2': 64, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 96, 'hidden_size6': 96, 'hidden_size7': 1024, 'hidden_size8': 512, 'learning_rate': 0.007, 'n_layers': 7, 'num_epochs': 50}","[0.7872214766084218, 0.7842853053175507, 0.7892390599945016]",0.7869152806401581
"{'batch_size': 12800, 'dropout1': 0.421, 'dropout2': 0.35, 'dropout3': 0.488, 'dropout4': 0.363, 'dropout5': 0.385, 'dropout6': 0.214, 'dropout7': 0.483, 'dropout8': 0.357, 'hidden_size1': 1024, 'hidden_size2': 64, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 64, 'hidden_size6': 96, 'hidden_size7': 1024, 'hidden_size8': 512, 'learning_rate': 0.007, 'n_layers': 7, 'num_epochs': 50}","[0.7847997127775621, 0.783878842878582, 0.7872405336401762]",0.7853063630987734
"{'batch_size': 12800, 'dropout1': 0.39, 'dropout2': 0.16, 'dropout3': 0.041, 'dropout4': 0.043, 'dropout5': 0.123, 'dropout6': 0.24, 'dropout7': 0.119, 'dropout8': 0.364, 'hidden_size1': 1024, 'hidden_size2': 64, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 512, 'hidden_size6': 96, 'hidden_size7': 1024, 'hidden_size8': 512, 'learning_rate': 0.007, 'n_layers': 7, 'num_epochs': 50}","[0.7857692443051465, 0.7845239372686359, 0.7896686374647526]",0.7866539396795117
"{'batch_size': 12800, 'dropout1': 0.231, 'dropout2': 0.27, 'dropout3': 0.037, 'dropout4': 0.032, 'dropout5': 0.074, 'dropout6': 0.063, 'dropout7': 0.404, 'dropout8': 0.429, 'hidden_size1': 1024, 'hidden_size2': 64, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 1024, 'hidden_size6': 96, 'hidden_size7': 1024, 'hidden_size8': 512, 'learning_rate': 0.03, 'n_layers': 7, 'num_epochs': 50}","[0.7836283920574338, 0.01865049352168629, 0.78935180482144]",0.5305435634668534
"{'batch_size': 1024, 'dropout1': 0.355, 'dropout2': 0.424, 'dropout3': 0.443, 'dropout4': 0.191, 'dropout5': 0.047, 'dropout6': 0.196, 'dropout7': 0.48, 'dropout8': 0.487, 'hidden_size1': 1024, 'hidden_size2': 448, 'hidden_size3': 448, 'hidden_size4': 448, 'hidden_size5': 256, 'hidden_size6': 512, 'hidden_size7': 1024, 'hidden_size8': 512, 'learning_rate': 6e-05, 'n_layers': 3, 'num_epochs': 50}","[0.7851140814370217, 0.7829465735382541, 0.7897312082276551]",0.7859306210676437
"{'batch_size': 12800, 'dropout1': 0.489, 'dropout2': 0.144, 'dropout3': 0.117, 'dropout4': 0.407, 'dropout5': 0.291, 'dropout6': 0.382, 'dropout7': 0.037, 'dropout8': 0.381, 'hidden_size1': 96, 'hidden_size2': 48, 'hidden_size3': 32, 'hidden_size4': 896, 'hidden_size5': 48, 'hidden_size6': 48, 'hidden_size7': 512, 'hidden_size8': 448, 'learning_rate': 0.0005, 'n_layers': 6, 'num_epochs': 10}","[0.7757863284162336, 0.7739213227224462, 0.77974216621537]",0.7764832724513498
"{'batch_size': 512, 'dropout1': 0.002, 'dropout2': 0.123, 'dropout3': 0.38, 'dropout4': 0.03, 'dropout5': 0.131, 'dropout6': 0.08, 'dropout7': 0.33, 'dropout8': 0.187, 'hidden_size1': 48, 'hidden_size2': 64, 'hidden_size3': 1024, 'hidden_size4': 512, 'hidden_size5': 32, 'hidden_size6': 96, 'hidden_size7': 256, 'hidden_size8': 1024, 'learning_rate': 0.009000000000000001, 'n_layers': 7, 'num_epochs': 30}","[0.773454043976593, 0.7630585537237687, 0.7744611719258867]",0.7703245898754162
"{'batch_size': 1024, 'dropout1': 0.239, 'dropout2': 0.461, 'dropout3': 0.056, 'dropout4': 0.283, 'dropout5': 0.394, 'dropout6': 0.415, 'dropout7': 0.348, 'dropout8': 0.494, 'hidden_size1': 448, 'hidden_size2': 448, 'hidden_size3': 256, 'hidden_size4': 48, 'hidden_size5': 128, 'hidden_size6': 448, 'hidden_size7': 128, 'hidden_size8': 32, 'learning_rate': 0.0007000000000000001, 'n_layers': 6, 'num_epochs': 50}","[0.7820533507655492, 0.7765214390183441, 0.7843976501176838]",0.7809908133005257
"{'batch_size': 10240, 'dropout1': 0.337, 'dropout2': 0.03, 'dropout3': 0.004, 'dropout4': 0.138, 'dropout5': 0.305, 'dropout6': 0.305, 'dropout7': 0.196, 'dropout8': 0.101, 'hidden_size1': 896, 'hidden_size2': 64, 'hidden_size3': 64, 'hidden_size4': 448, 'hidden_size5': 896, 'hidden_size6': 64, 'hidden_size7': 32, 'hidden_size8': 512, 'learning_rate': 0.0004, 'n_layers': 3, 'num_epochs': 45}","[0.7864122574998189, 0.7852566459300443, 0.790138292570437]",0.7872690653334334
"{'batch_size': 10240, 'dropout1': 0.432, 'dropout2': 0.164, 'dropout3': 0.293, 'dropout4': 0.271, 'dropout5': 0.457, 'dropout6': 0.001, 'dropout7': 0.319, 'dropout8': 0.138, 'hidden_size1': 896, 'hidden_size2': 48, 'hidden_size3': 48, 'hidden_size4': 32, 'hidden_size5': 896, 'hidden_size6': 64, 'hidden_size7': 32, 'hidden_size8': 896, 'learning_rate': 0.0008, 'n_layers': 3, 'num_epochs': 45}","[0.7848128829546492, 0.7833360796795175, 0.7891917088824913]",0.785780223838886
"{'batch_size': 10240, 'dropout1': 0.412, 'dropout2': 0.214, 'dropout3': 0.451, 'dropout4': 0.267, 'dropout5': 0.148, 'dropout6': 0.304, 'dropout7': 0.196, 'dropout8': 0.472, 'hidden_size1': 512, 'hidden_size2': 32, 'hidden_size3': 448, 'hidden_size4': 896, 'hidden_size5': 896, 'hidden_size6': 64, 'hidden_size7': 32, 'hidden_size8': 256, 'learning_rate': 0.0004, 'n_layers': 3, 'num_epochs': 45}","[0.7843895346045651, 0.7812214196773343, 0.7896093223834348]",0.7850734255551114
"{'batch_size': 10240, 'dropout1': 0.349, 'dropout2': 0.328, 'dropout3': 0.123, 'dropout4': 0.106, 'dropout5': 0.245, 'dropout6': 0.434, 'dropout7': 0.426, 'dropout8': 0.037, 'hidden_size1': 896, 'hidden_size2': 1024, 'hidden_size3': 896, 'hidden_size4': 256, 'hidden_size5': 896, 'hidden_size6': 64, 'hidden_size7': 32, 'hidden_size8': 64, 'learning_rate': 0.0004, 'n_layers': 3, 'num_epochs': 45}","[0.787096691802498, 0.7843077717467695, 0.7902901071607735]",0.7872315235700137
"{'batch_size': 128, 'dropout1': 0.405, 'dropout2': 0.412, 'dropout3': 0.419, 'dropout4': 0.138, 'dropout5': 0.367, 'dropout6': 0.379, 'dropout7': 0.497, 'dropout8': 0.03, 'hidden_size1': 896, 'hidden_size2': 896, 'hidden_size3': 128, 'hidden_size4': 96, 'hidden_size5': 896, 'hidden_size6': 64, 'hidden_size7': 512, 'hidden_size8': 48, 'learning_rate': 5e-05, 'n_layers': 3, 'num_epochs': 15}","[0.7813996023007963, 0.7793425697100342, 0.7846433055170006]",0.7817951591759437
"{'batch_size': 10240, 'dropout1': 0.053, 'dropout2': 0.285, 'dropout3': 0.374, 'dropout4': 0.153, 'dropout5': 0.287, 'dropout6': 0.26, 'dropout7': 0.225, 'dropout8': 0.298, 'hidden_size1': 896, 'hidden_size2': 128, 'hidden_size3': 64, 'hidden_size4': 128, 'hidden_size5': 448, 'hidden_size6': 896, 'hidden_size7': 32, 'hidden_size8': 1024, 'learning_rate': 0.0002, 'n_layers': 4, 'num_epochs': 5}","[0.7825017015793075, 0.7803300163904394, 0.7875085034627393]",0.7834467404774954
"{'batch_size': 5120, 'dropout1': 0.07, 'dropout2': 0.03, 'dropout3': 0.324, 'dropout4': 0.091, 'dropout5': 0.181, 'dropout6': 0.22, 'dropout7': 0.312, 'dropout8': 0.305, 'hidden_size1': 32, 'hidden_size2': 512, 'hidden_size3': 32, 'hidden_size4': 448, 'hidden_size5': 512, 'hidden_size6': 48, 'hidden_size7': 48, 'hidden_size8': 512, 'learning_rate': 0.0001, 'n_layers': 5, 'num_epochs': 20}","[0.7803867066484498, 0.779063391904405, 0.7841432320633265]",0.7811977768720605
"{'batch_size': 512, 'dropout1': 0.127, 'dropout2': 0.422, 'dropout3': 0.289, 'dropout4': 0.294, 'dropout5': 0.173, 'dropout6': 0.403, 'dropout7': 0.368, 'dropout8': 0.134, 'hidden_size1': 128, 'hidden_size2': 64, 'hidden_size3': 256, 'hidden_size4': 896, 'hidden_size5': 64, 'hidden_size6': 128, 'hidden_size7': 64, 'hidden_size8': 128, 'learning_rate': 0.006, 'n_layers': 3, 'num_epochs': 25}","[0.7834302257328551, 0.7811053710833598, 0.7868111378434024]",0.783782244886539
"{'batch_size': 2048, 'dropout1': 0.343, 'dropout2': 0.166, 'dropout3': 0.156, 'dropout4': 0.139, 'dropout5': 0.075, 'dropout6': 0.313, 'dropout7': 0.064, 'dropout8': 0.451, 'hidden_size1': 48, 'hidden_size2': 512, 'hidden_size3': 1024, 'hidden_size4': 32, 'hidden_size5': 1024, 'hidden_size6': 1024, 'hidden_size7': 896, 'hidden_size8': 448, 'learning_rate': 0.004, 'n_layers': 6, 'num_epochs': 40}","[0.7843196144874075, 0.7834464282350422, 0.7897977229904669]",0.7858545885709723
"{'batch_size': 4096, 'dropout1': 0.451, 'dropout2': 0.372, 'dropout3': 0.001, 'dropout4': 0.474, 'dropout5': 0.127, 'dropout6': 0.157, 'dropout7': 0.438, 'dropout8': 0.167, 'hidden_size1': 896, 'hidden_size2': 448, 'hidden_size3': 96, 'hidden_size4': 512, 'hidden_size5': 48, 'hidden_size6': 448, 'hidden_size7': 128, 'hidden_size8': 32, 'learning_rate': 0.0004, 'n_layers': 3, 'num_epochs': 45}","[0.7855059768378725, 0.7825509002815952, 0.789677198922693]",0.7859113586807203
